,abstracts,lead_paragraph,url,date,document_type,news_desk
563,"The infectious children’s song debuted at No. 32 on the Billboard Hot 100 this week, which means Pinkfong has now had as many Top 40 hits as Jimi Hendrix.",We preemptively apologize for getting it stuck in your head.,https://www.nytimes.com/2019/01/10/arts/music/baby-shark-billboard.html,2019-01-10,article,Express
564,"The storied “beauty” pageant, revived two years ago, now rewards those who most creatively vent their frustration at public transit.","Last week in Brooklyn, Miss Subways 2019 was crowned with a wreath of plastic rats, troll dolls, and rhinestone unicorns.",https://www.nytimes.com/2019/10/08/nyregion/Miss-Subways-NYC.html,2019-10-08,article,Metropolitan
565,"Initially known for simple purses in punchy colors, the Kate Spade New York label grew to include a vast collection that includes furniture, baby gifts and sneakers.","Kate Spade was a fashion dynamo who turned a cheerful vision of affordable luxury into a leading American brand, but relinquished control before it became a  commercial juggernaut.",https://www.nytimes.com/2018/06/05/business/kate-spade-handbag-brand-history.html,2018-06-05,article,Business
566,"More and more airlines are turning their attention to their youngest travelers — both to appease their parents, and to keep other passengers happy on long flights.","Airlines are constantly trying to find new ways to win customers. In this never-ending competition, carriers — mostly international ones — are now turning their attention to their youngest passengers, wooing children (and beleaguered parents) with new amenities such as toys, child-friendly toiletry kits, meals and amped up seat back entertainment.",https://www.nytimes.com/2018/12/29/travel/how-airlines-are-catering-to-their-smallest-customers-children.html,2018-12-29,article,Travel
567,"No more commercials showing men struggling to do a load of laundry, or asking women if they are “beach body ready.”","Men unable to change diapers; women cleaning while men kick their feet up on the couch; women having trouble with parking: Scenes like these, which play on gender stereotypes, are now banned in British advertisements. Britain’s advertising regulator announced the changes in December, but companies were given a six-month adjustment period before they took effect.",https://www.nytimes.com/2019/06/14/style/uk-gender-stereotype-ads-ban.html,2019-06-14,article,Styles
568,New picture books include “Old Dog Baby Baby” and “Hand in Hand.”,New picture books include “Old Dog Baby Baby” and “Hand in Hand.”,https://www.nytimes.com/interactive/2016/11/11/books/review/13bookshelf-oh-baby.html,2016-11-11,multimedia,Books
569,The longstanding tradition will return to full capacity after two years of scaled-back festivities because of the coronavirus pandemic. Here’s how to watch.,"Crowds will once again gather in Times Square on New Year’s Eve to bring in 2023, peering through more than one ton of confetti to catch a glimpse of the 11,875-pound ball made of Waterford Crystal as it descends, an annual tradition that dates back to 1907.",https://www.nytimes.com/2022/12/28/nyregion/new-years-eve-ball-drop-how-to-watch.html,2022-12-28,article,Metro
570,"Live like Bill, pay attention and learn how to iron a shirt.","Live like Bill, pay attention and learn how to iron a shirt.",https://www.nytimes.com/interactive/2016/12/28/style/ways-to-be-a-better-person-in-2017.html,2016-12-28,multimedia,Style
571,Have you been paying attention to the news recently? See how many of these 10 questions you can get right.,Have you been paying attention to the news recently? See how many of these 10 questions you can get right.,https://www.nytimes.com/interactive/2022/05/17/learning/17Student-News-Quiz.html,2022-05-17,multimedia,The Learning Network
572,Kevin Baker looks at our country’s tradition of innovation in “America the Ingenious.”,"AMERICA THE INGENIOUSHow a Nation of Dreamers, Immigrants, and Tinkerers Changed the WorldBy Kevin BakerIllustrated by Chris Dent262 pp. Artisan. $29.95.",https://www.nytimes.com/2016/12/30/books/review/america-the-ingenious-kevin-baker.html,2016-12-30,article,BookReview
573,Plus: Do you delegate too much? Do you ask dumb questions? (That’s a good thing.) And have you tried to get a microloan?,"What’s affecting me, my clients and other small-business owners this week.",https://boss.blogs.nytimes.com/2012/08/20/this-week-in-small-business-reinventing-the-toilet/,2012-08-20,article,
574,Byron Walden is back. Avert your eyes.,"SATURDAY PUZZLE — We’ve talked about puzzles that are “crunchy,” which essentially means that the entries are both lively and more than suitably challenging, and the clues require a lot of thought to solve. They are typically late-week puzzles, filled with misdirected and toughened cluing. In other words, “crunchy” puzzles give you something on which to really chew.",https://wordplay.blogs.nytimes.com/2015/05/15/i-havent-the-foggiest/,2015-05-16,article,Business
575,"“For the first eight years of Walker’s life, every night is the same.”",One,https://www.nytimes.com/2011/05/08/books/review/excerpt-the-boy-in-the-moon-by-ian-brown.html,2011-05-06,article,BookReview
576,"There is nothing like the arrival of a baby to crystallize the child-rearing views of everyone around a new parent — especially the views of that parent’s own parents, or parents-in-law.",“You’re picking him up too much.”,https://www.nytimes.com/2013/09/20/booming/how-did-you-handle-grandparents-unsolicited-parenting-advice.html,2013-09-20,article,Styles
577,"British retailers, hotels and ceramic factories are betting on the arrival of the royal baby to improve the otherwise gloomy economic situation.","LONDON — British retailers, hotels and ceramic factories are betting on the arrival of the royal baby to improve the otherwise gloomy economic situation.",https://thelede.blogs.nytimes.com/2013/07/22/books-brioche-and-baby-clothes-the-royal-merchandise/,2013-07-22,article,
578,"Demonstrators against economic austerity in Europe, organized by a group called Blockupy, immobilized a large part of central Frankfurt on Friday.",FRANKFURT — Demonstrators blocked a large swath of central Frankfurt on Friday to protest a variety of issues ranging from economic austerity in Europe to capitalism to labor conditions for workers in developing countries.,https://www.nytimes.com/2013/06/01/business/global/protests-block-european-central-bank-in-frankfurt.html,2013-05-31,article,Foreign
579,Yet another airline aims to accommodate people who can’t tolerate even the possibility of being seated near the chaos of youth.,"My sister just returned from a plane trip with yet another tale of a cranky adult growling at a couple desperately trying to soothe their child. It was an hour-and-15-minute flight from Baltimore to Providence, R.I., and, even between two adults and a bag stuffed with toys and books, the parents couldn’t seem to stop the wails.",https://parenting.blogs.nytimes.com/2013/08/29/a-new-airline-class-for-the-child-intolerant/,2013-08-29,article,
580,"Fill in the blanks in the first eight paragraphs of the article “For Demi Lovato, No Airbrushing Required” by Nicole LaPorte.","Directions: Fill in the blanks in the first eight paragraphs of the article “For Demi Lovato, No Airbrushing Required” by Nicole LaPorte.",https://learning.blogs.nytimes.com/2013/03/11/fill-in-for-demi-lovato-no-airbrushing-required/,2013-03-11,article,
581,Facebook and free will.," Many of my friends on Facebook are having babies. Nearly every time I log on, I see (in my news feed) many pictures of these babies, almost to the point of oversharing. Now, I love babies and feel it’s acceptable to post a photo from a holiday gathering or a first picture of a newborn. But when this happens every day from a specific acquaintance, is it a violation of the baby’s privacy? The baby did not sign up for a Facebook account, does not understand the concept of Facebook and obviously was not asked permission to have its pictures on the site. R. D., MANALAPAN, N.J.",https://www.nytimes.com/2013/08/04/magazine/tmb-too-much-baby.html,2013-08-02,article,Magazine
582,Books on three prominent graduates of the Little Red School House in Greenwich Village and the competition to host the United Nations.,No wonder they called it the Little Red School House.,https://www.nytimes.com/2013/03/10/nyregion/books-on-3-little-red-school-house-alumni-and-the-united-nations.html,2013-03-09,article,Metro
583,"Despite corroborating medical evidence, Bangalore police took five days to arrest the diplomat charged with raping his 3-year-old daughter.","The boundaries of diplomatic immunity were brought into sharp relief this past week with news that a French diplomat had been accused by his wife of raping their 3-year-old daughter. Despite the wife’s testimony and some corroborating medical evidence, Bangalore police took five days to arrest the diplomat because of worries over his diplomatic status.",https://india.blogs.nytimes.com/2012/06/20/french-diplomat-rape-case/,2012-06-20,article,
584,Are you tired of photos from overly proud new parents? Here’s the answer.,"BRANDY CASWELL, 28, turns to Facebook to keep up with her friends. But in the last year or so, she found that her newsfeed was being overrun with baby photos, documenting everything from nap times to diaper changes. ",https://www.nytimes.com/2012/08/09/fashion/unbabyme-keeps-baby-pictures-off-facebook.html,2012-08-08,article,Styles
585,"The Wirecutter Deals team scans the virtual aisles of the Internet, searching for great discounts on Wirecutter-recommended products so you don’t have to. In our deal blogs (like this one), we highlight the discounts that we think Wirecutter readers will love. For more deals content, check out our Deals page, follow us on Twitter @WirecutterDeals,...","The Wirecutter Deals team scans the virtual aisles of the Internet, searching for great discounts on Wirecutter-recommended products so you don’t have to. In our deal blogs (like this one), we highlight the discounts that we think Wirecutter readers will love. For more deals content, check out our Deals page, follow us on Twitter @WirecutterDeals,...",https://www.nytimes.com/wirecutter/money/baby-gear-deals/,2020-01-22,wirecutterarticle,
586,A federal judge’s decision on the labeling of aides for the elderly and disabled “companions” means an even longer wait for labor protections.,"An enduring injustice was supposed to end on Jan. 1. That was the effective date for new rules by the Labor Department that would have required employers of home care aides for the elderly and disabled to pay at least the federal minimum wage and time and a half for overtime. Specifically, the new rules would have ended a federal regulation from 1974 that labeled home care aides “companions,” a designation that lets their employers — generally, for-profit agencies — ignore basic labor protections. ",https://www.nytimes.com/2015/02/01/opinion/sunday/labor-rights-for-home-care-aides-are-delayed-yet-again.html,2015-01-31,article,Editorial
587,"This week’s Poetry Pairing matches “To My Dear and Loving Husband,” by Anne Bradstreet, with “Bound by Love and Disability, and Keeping a Vow Until the End,” a Metro column by Jim Dwyer.",This week’s Poetry Pairing matches Anne Bradstreet’s ‘To My Dear and Loving Husband” with a Metro column about a husband whose wife recently died.,https://learning.blogs.nytimes.com/2011/11/17/poetry/,2011-11-17,article,
588,"Ms. Levy’s father set a high bar for anyone she dated, but when Mr. Ryzowy first met her parents, it wasn’t the grilling he expected.","Amanda Claire Levy, the daughter of Tovah Feldshuh and Andrew H. Levy of Manhattan, was married Saturday evening to Joel Isaac Ryzowy, a son of Olga Ryzowy and Walter Ryzowy of Brooklyn. Rabbi J. Rolando Matalon led the ceremony at Three Sixty, an event space at the Tribeca Rooftop in Manhattan, with Cantor Ari Priven participating.",https://www.nytimes.com/2014/12/07/fashion/weddings/a-broadway-baby-takes-on-a-co-star.html,2014-12-07,article,Society
589,"A $50,000 grant and more than $30,000 in donations will allow a women’s shelter in a remote Alaskan Native village to continue operating.","A $50,000 emergency grant from the federal government and more than $30,000 in donations from the public will allow a women’s shelter in an isolated Alaskan village to continue operating after it ran out of money and had to close, officials said.",https://www.nytimes.com/2012/07/06/us/alaskan-womens-shelter-can-reopen-with-grant.html,2012-07-06,article,National
590,A community reels after a young father is killed by police in Geraldine Inoa’s unsettling play.,"Three months after her boyfriend died, gunned down by the police, Aisha is past the constant-crying phase of mourning. At 20, with their young son to look out for, she feels a grief subsumed in rage.",https://www.nytimes.com/2018/09/03/theater/review-scraps-geraldine-inoa-flea.html,2018-09-03,article,Culture
591,"At Nick’s Discount Store in Bath Beach, the merchandise includes lawn ornaments, skin lotion, pet supplies — and there’s a deli up front.","NOT all of Brooklyn glows with gentrification. Deep in the borough’s southwest pocket is Bath Beach, a few dozen blocks sandwiched between Bensonhurst and the Belt Parkway. Shuttered storefronts and signs in competing languages testify to economic hardship and ethnic flux. But amid the comings and goings is a monument to fortitude: Nick’s Discount Store. ",https://www.nytimes.com/2011/12/11/nyregion/a-brooklyn-store-offers-astounding-variety-with-patter.html,2011-12-08,article,Metro
592,"A super-modern addition to the classic downtown hotels, with a stylistic flair befitting the Asian influences on the city.",THE BASICS,https://www.nytimes.com/2011/02/20/travel/20checkin-fairmont.html,2011-02-18,article,Travel
593,"In Park Slope, a Brooklyn neighborhood renowned for its abundance of children, even the barrooms have been infiltrated by little people.","As a 5-foot-4, dark-haired Jewish girl in her early 20s, I was never a minority in New York City until I moved to Park Slope, Brooklyn, where I seem to be one of the few childless residents.",https://cityroom.blogs.nytimes.com/2010/01/15/complaint-box-baby-barflies/,2010-01-15,article,Metro
594,My mom tells me that my dad has always been great with children. But that’s not what I remember.,"I have always had a complicated relationship with my father. As the oldest of four children and the only girl, I resented my dad’s rigidity, his chauvinism, the perceived preference shown to my younger brothers. When it came to housework, I was relegated to the “girl” chores, which meant I regularly spent an hour washing the family’s dishes, compared with my brother’s 15 minutes of taking out the garbage and sweeping the floors. When I was a little older I was stuck at home watching my eight-years-younger twin brothers, while my brother was absolved from caregiving duties because he was “too irresponsible.”",https://parenting.blogs.nytimes.com/2015/02/27/my-dad-strict-my-daughters-papa-not-so-much/,2015-02-27,article,Styles
595,"The push by Pinduoduo to lower prices has helped it become one of China’s fastest-growing e-commerce apps, and epitomizes a broader force plaguing the economy.","When Lin Yunyun started selling diapers two years ago on Pinduoduo, China’s fast-growing e-commerce site, she was not prepared for the relentless nagging about prices.",https://www.nytimes.com/2024/10/07/business/china-pinduoduo-ecommerce.html,2024-10-07,article,Business
596,"While the news that a court had struck down Proposition 8 was welcome, many same-sex couples celebrating Family Week faced more pressing issues  like play dates and parenting workshops.","PROVINCETOWN, Mass.  It is not that vacationers at the tip of Cape Cod were indifferent to news that a federal judge had struck down Proposition 8, California’s ban on same-sex marriage. Far from it. But for many same-sex couples, the more pressing issues last week had to do with setting up play dates and getting sand out of diapers. ",https://www.nytimes.com/2010/08/08/us/08gays.html,2010-08-07,article,National
597,He has crafted a political style that emphasizes being present for the issues he’s fighting for.,"Senator Cory Booker, tieless and in a blazer on the southwestern border in early July, approached a Customs and Border Protection officer, blue passport in hand. They greeted each other and the officer asked: “Is there somebody with you?” Yes, Mr. Booker said, he had a group with him.",https://www.nytimes.com/2019/07/06/us/politics/cory-booker-tv-radio.html,2019-07-06,article,Politics
598,"Christopher Scott, the owner of Brooklyn Commune, is one of the volunteer chefs who will be responsible for feeding the Brooklyn Tabernacle Choir, which is performing at President Obama’s second inauguration.","When the Grammy award-winning Brooklyn Tabernacle Choir performs “The Battle Hymn of the Republic” at President Obama’s second inauguration on Monday, one thing is for sure: They are not going to be singing on empty stomachs. ",https://cityroom.blogs.nytimes.com/2013/01/18/in-a-mobile-kitchen-bringing-brooklyn-love-to-a-presidents-choir/,2013-01-18,article,
599,The arrest of a man who the authorities say is a mob associate with a colorful nickname brings reminders of some others with monikers quite distant from the names on their birth certificates.,"One of them is believed by the authorities to be a mob associate who extorted owners of garbage-hauling companies in New York City suburbs. The other is believed to be at least 542 years old, very short and wise, with blue skin and a white beard. ",https://cityroom.blogs.nytimes.com/2013/01/17/2-papa-smurfs-a-reputed-wise-guy-and-a-reputed-wiseguy/,2013-01-17,article,
600,"With visitors banned, family members are in a panic: Who will feed their parents? Who will change the sheets?","For five years, twin sisters in Brooklyn have visited their 105-year-old mother every night in her nursing home, bringing dinner and feeding her, overseeing her medications. That stopped two weeks ago, when nursing homes barred visitors to keep out the coronavirus. Now the sisters have no idea what condition their mother is in or whether anyone is taking care of her.",https://www.nytimes.com/2020/03/31/nyregion/coronavirus-nursing-homes-nyc.html,2020-03-31,article,Metropolitan
601,He has crafted a political style that emphasizes being present for the issues he’s fighting for.,"Senator Cory Booker, tieless and in a blazer on the southwestern border in early July, approached a Customs and Border Protection officer, blue passport in hand. They greeted each other and the officer asked: “Is there somebody with you?” Yes, Mr. Booker said, he had a group with him.",https://www.nytimes.com/2019/07/06/us/politics/cory-booker-tv-radio.html,2019-07-06,article,Politics
602,"A pin in its diaper and a smartphone in its hand, the 19-foot inflatable was released above Parliament Square and soared for about two hours.",LONDON — Tens of thousands of demonstrators turned out in London alone. A “Trump Baby” balloon was launched into the sky above Parliament Square. Many people banged pots and pans and chanted slogans. Those were some of the ways people on Friday mounted protests at every stage of President Trump’s working visit to Britain.,https://www.nytimes.com/2018/07/13/world/europe/uk-trump-protest-may.html,2018-07-13,article,Foreign
603,"Sharing a bedroom can make nursing, changing diapers and comforting the baby easier at night. But many families eventually decide that it’s time for a move.","This guide was originally published on May 20, 2019.",https://www.nytimes.com/article/baby-sleeps-own-room.html,2020-04-17,article,Parenting
604,Photogenic police officers and a man who playfully suggested firing guns at the storm were among the people Hurricane Irma introduced to the world.,A perhaps unexpected person trying to clear a road with a chain saw. Police officers who were appreciated for being easy on the eyes. A jokester who lost control of his joke. A sheriff bent on checking for active arrest warrants. A mother in peril who relied on the kindness of others.,https://www.nytimes.com/2017/09/16/us/irma-chainsaw-nun-hot-cops.html,2017-09-16,article,National
605,"The women in Donald Trump’s life have sharply different roles. That difference is what many other men want, too.",This article has been updated to reflect news events.,https://www.nytimes.com/2016/07/21/opinion/campaign-stops/why-men-want-to-marry-melanias-and-raise-ivankas.html,2016-07-21,article,OpEd
606,The season’s first rule of giving — the more the merrier.,The season’s first rule of giving — the more the merrier.,https://tmagazine.blogs.nytimes.com/2010/11/19/the-moments-holiday-gift-guide/,2010-11-19,article,
607,"With the world grappling with rising prices, a tour through Argentina reveals that years of inflation can give rise to a truly bizarre economy.","BUENOS AIRES — Eduardo Rabuffetti is an Argentine who has been to the United States once, his 1999 honeymoon in Miami. Yet he probably knows the $100 bill better than most Americans.",https://www.nytimes.com/2022/08/06/business/inflation-argentina.html,2022-08-06,article,SundayBusiness
608,"Relief efforts after Hurricane Sandy occasionally provoked moments of friction and misunderstanding in a city long fractured by class, race, ethnicity, geography and culture.","After more than a week of self-sufficiency, George Ossy, an immigrant from Africa living amid the chaos of the Rockaways, with his 10-year-old daughter in tow, walked into the relief center down the street, one of several set up by the volunteers who had descended on the storm-battered peninsula in Queens. ",https://www.nytimes.com/2012/11/17/nyregion/after-hurricane-sandy-helping-hands-also-expose-a-new-york-divide.html,2012-11-17,article,Metro
609,"Rescuers had been searching for the children — aged 13, 9, 4 and 1 — ever since they survived a plane crash that killed the three adults on board.","After 40 days in the Colombian rainforest, all four children who had been missing since the plane they were traveling in crashed on May 1 have been found alive, according to Colombia’s president.",https://www.nytimes.com/2023/06/09/world/americas/missing-colombian-children-found.html,2023-06-10,article,Foreign
610,Oksana Vasyakina’s first novel is a family history and a reflection on womanhood.,"“Wound,” Oksana Vasyakina’s debut novel, recounts a road trip that is both an elegy to the dead and a homecoming. Its heroine, who like the author is a prizewinning Russian poet and L.G.B.T.Q. activist named Oksana Vasyakina, has watched over the death of her mother, Angella, from breast cancer. Now Oksana is transporting her mother’s ashes 3,000 miles from a steppe town in western Russia to Ust-Ilimsk, the industrial city in the Siberian taiga that was their hometown.",https://www.nytimes.com/2023/09/05/books/review/oksana-vasyakina-wound.html,2023-09-05,article,BookReview
611,"Costco is popular for its low prices, but shopping there can take time. Does Amazon’s Subscribe & Save service provide a better alternative?","For millions of Costco customers, this is an eagerly awaited time of year. Right about now is when their big annual rebate checks arrive from American Express.",https://www.nytimes.com/2011/03/05/your-money/05money.html,2011-03-04,article,Business
612,"A sprawling expo center in the Polish capital has given some 25,000 refugees a safe place to recharge before journeying on.","WARSAW — Ilona Yurchenkov, 28, sits on a black chair in a sprawling expo center on the outskirts of Warsaw, a Yankees hat on her head and her cat, Mars, in a pet carrier beside her. She left her home in the Ukrainian city of Kharkiv when fighting began there, and she has been on the road for days.",https://www.nytimes.com/2022/03/21/world/europe/polish-border-refugees.html,2022-03-22,article,Foreign
613,"India opened a formal investigation into Jeff Bezos’ Amazon and its leading rival, Flipkart, just before his first visit in five years.","MUMBAI, India — Amazon’s founder and chief executive, Jeff Bezos, is visiting India this week for the first time in over five years. ",https://www.nytimes.com/2020/01/13/technology/amazon-bezos-india-antitrust.html,2020-01-13,article,Business
614,The attack last month was among the first signs that Ukraine was facing a merciless war.,"When a Russian missile strike hit a maternity hospital in the Ukrainian port city of Mariupol early last month, Elena Karas, a nurse, was on the third floor taking care of 13 premature babies, two of whom had been abandoned.",https://www.nytimes.com/2022/04/13/world/europe/mariupol-hospital-attack-nurse.html,2022-04-13,article,Foreign
615,"For years, J. Roddy Walston and the Business, a gritty four-piece rock ’n’ roll outfit from Baltimore, have toured the country in a former church van.","ONE drizzly afternoon last month, J. Roddy Walston and the Business, a gritty four-piece rock ’n’ roll outfit from Baltimore, were congregated around their tour van after performing three songs in the WNYC studios in SoHo. ",https://www.nytimes.com/2010/11/07/automobiles/collectibles/07EGO.html,2010-11-05,article,Automobiles
616,The new regulation also orders insurance providers to cover cannabis products prescribed by doctors. Some of the strongest champions of the government’s move were mothers of sick children.,"BUENOS AIRES — Argentina on Thursday authorized people to grow marijuana at home for medicinal use, delighting supporters of cannabis who have fought for years to make it widely available to patients suffering from a broad range of ailments.",https://www.nytimes.com/2020/11/12/world/americas/argentina-cannabis-marijuana.html,2020-11-13,article,Foreign
617,Babies love books — like these — that show them their own world.,"You might think the details of your baby’s everyday life would make for a boring book. You’d be very, very wrong! Every baby needs books that let him look at images of other babies, and shows him how they go through their days. These picks are as dependable as they are adorable. I might even call them foolproof, because they’re about babies’ favorite subject — themselves. ",https://www.nytimes.com/2019/11/27/books/best-baby-books.html,2019-11-27,article,Books
618,What daily frustrations do you experience living in your town or city? How would you address them?,Have you ever been late to school because of traffic? Or seen your city’s streets littered with trash? Or wondered why your neighborhood doesn’t have more bicycle lanes?,https://www.nytimes.com/2019/10/29/learning/what-grievances-do-you-have-with-your-local-community.html,2019-10-29,article,Learning
619,"Big and small pieces of plastic make coral more prone to disease, the researchers found, but it is possible to control the impact of coastal pollution on reefs.","Joleah Lamb began her career as a coral biologist on the Great Barrier Reef. Every now and then she’d note a scrap of plastic as she swam through. But when she started studying reefs in Asia, she came across a completely different level of detritus.",https://www.nytimes.com/2018/01/25/science/plastic-coral-reefs.html,2018-01-25,article,Science
620,"From simple wooden tracks to Lionel’s Pennsylvania Railroad GG1 with simulated sparks, Trainworld, in Kensington, Brooklyn, probably stocks it.","Trainworld, a family-owned store that sits fittingly under an elevated section of the F train in Brooklyn, is a modeler’s dream.",https://www.nytimes.com/2017/12/13/nyregion/all-trains-all-the-time.html,2017-12-13,article,Metropolitan
621,"A man was charged with assault and endangerment after a sheriff’s deputy heard faint cries and rescued the abandoned infant. “It was just a whimper,” the deputy said.","A faint cry led a sheriff’s deputy to a pile of sticks and debris in the woods of western Montana. There, the deputy, part of a search-and-rescue team, discovered a 5-month-old infant buried face down, but still alive.",https://www.nytimes.com/2018/07/10/us/baby-buried-alive-montana.html,2018-07-10,article,Express
622,The case of a 6-month-old girl left alone in a park revived concerns about the high cost of medicine and the plight of children with disabilities.,"The 6-month-old girl was found alone at night in a park in southern China, sleeping in a stroller. Next to her, in a lime-green backpack, was a bottle of infant formula, diapers and a two-page note from her parents.",https://www.nytimes.com/2018/01/24/world/asia/china-abandoned-baby.html,2018-01-24,article,Foreign
623,"The government plans to outlaw the destruction of brand-new consumer products, a practice that companies use to stop goods from being stolen or sold at steep discounts.","LONDON — France plans to outlaw the destruction of unsold consumer products, a practice that currently results in the disposal of new goods worth 800 million euros, or more than $900 million, in the country each year.",https://www.nytimes.com/2019/06/05/world/europe/france-unsold-products.html,2019-06-05,article,Foreign
624,"Treat yourself to some fried chicken, paired with whatever you’d like, whether cream gravy and mashed potatoes, or braised greens.","Sam Sifton emails readers of Cooking five days a week to talk about food and suggest recipes. That email also appears here. To receive it in your inbox, register here. Download the NYT Cooking app here.",https://www.nytimes.com/2017/09/22/dining/what-to-cook-this-weekend-newsletter.html,2017-09-22,article,Dining
625,"We have them, whether it’s chicken Marengo, red beans and rice or rotisserie chicken, any number of ways.","Good morning! The kids have been listening to the “Falsettos” soundtrack, Bluetoothing it onto the kitchen radio over and over, Trina singing “Jason’s Therapy”:",https://www.nytimes.com/2018/03/12/dining/the-best-monday-meals-newsletter.html,2018-03-12,article,Dining
626,"Tales of the world’s smallest violin, how to make a marriage tidy and the “happy ending” problem.","Welcome to Our Picks, a guide to the best stuff to read, watch and listen to from around the internet. Check this space for the must-read long-form article, the next great podcast for your commute, the news-making tweetstorm. And yes, we’re also tooting our own horn here. We’ll share can’t-miss Times articles from the week and reveal some gems you might have overlooked.",https://www.nytimes.com/2017/06/02/briefing/11-great-stories-that-have-nothing-to-do-with-politics.html,2017-06-02,article,NewsDesk
627,Readers respond to '13 Questions to Ask Before Getting Married' with more of their own.,Readers respond to '13 Questions to Ask Before Getting Married' with more of their own.,https://www.nytimes.com/interactive/2016/03/29/fashion/weddings/marriage-questions-comments.html,2016-03-29,multimedia,Fashion & Style
628,"That great war horse of the Chinese-restaurant menu, beef and broccoli, awaits.","Good morning. I wrote about beef and broccoli for The Times this week, that great Chinese-restaurant menu war horse. And, thanks to the chef Jonathan Wu, with an assist from the chef Dale Talde, I managed to put together a beef and broccoli recipe (above) that I think could become a regular part of your weeknight dinner rotation. It is ridiculously good.",https://www.nytimes.com/2018/04/06/dining/what-to-cook-this-weekend-newsletter.html,2018-04-06,article,Dining
629,"Trapped in Spain’s recession, this novel’s protagonist embodies the effects of his country’s corruption.","“On the Edge” is not a book you want to read in fits and starts. It is an anti-tweet, a brick of dense prose, that 70-year-old uncle who corners you at a holiday party, grabs you by the lapels and demands you hear him out. Your eyes sometimes glaze over, and you occasionally have to wipe a fleck of whitish spit off your face, but once you give yourself over to his story, you find there are plenty of rewards. ",https://www.nytimes.com/2016/01/24/books/review/on-the-edge-by-rafael-chirbes.html,2016-01-22,article,BookReview
630,"The reassessment has spurred mixed responses from attendees of the conferences, which are known for their distraction-free environment.","Speakers at TED conferences are known for instigating change. But attendees can, too.",https://www.nytimes.com/2015/06/11/fashion/ted-reconsiders-policy-barring-kids-from-conferences.html,2015-06-09,article,Styles
631,Procter & Gamble announced it was moving the bulk of its North American media buying and planning business to Omnicom from Publicis Groupe.,"Procter & Gamble, the biggest advertiser in the world, announced on Monday that it was moving the bulk of its North American media buying and planning business to Omnicom from Publicis Groupe, in a sweeping change that underscores the broader upheaval in the ad industry.",https://www.nytimes.com/2015/12/08/business/media/procter-gamble-the-worlds-biggest-advertiser-switches-agencies.html,2015-12-08,article,Business
632,"Four robberies in Middlesex County took place during or just after the Hindu festival of Diwali, when families often have gold jewelry on hand as part of their celebration.","EDISON, N.J. — Neetu Singh was headed for the trash with a diaper from her 4-year-old son. She made her way from the family room to the back porch of her home in this Middlesex County suburb.",https://www.nytimes.com/2014/12/03/nyregion/home-invasion-stokes-indian-americans-fear-that-spree-may-not-be-over.html,2014-12-03,article,Metro
633,"With the debuts of the E! series “Botched” and the Lifetime series “Abby’s Studio Rescue,” the Fix-It TV genre is growing.","Watch enough reality television, and one conclusion is inescapable: We can’t do anything right. Run a restaurant. Operate a bar. Manage a hotel. ",https://www.nytimes.com/2014/06/24/arts/television/botched-and-abbys-studio-rescue-begin-on-tuesday.html,2014-06-23,article,Culture
634,"The show “Where Are We Going, Dad?” has some fathers wondering if they are devoting enough time to their children.","The premise of China’s new favorite reality television show – “Where Are We Going, Dad?” – is simple. Five famous fathers from urban China accompany their infant children on 72-hour trips to the countryside, competing as father-child duos against the other coupled contestants.",https://sinosphere.blogs.nytimes.com/2013/12/05/hit-tv-show-resonates-with-fathers-in-china/,2013-12-06,article,
635,Swaddle blankets are increasingly becoming ways for new mothers to make design statements.,"Britt Levine, 33, who lives in Los Angeles and works in media sales for Clear Channel, has a 2-month-old baby boy and says that the colorful blankets she uses to wrap him, made by a company based there named Munchkin, are a way to extend her love of fashion to her newborn. Her regular afternoon promenades with her son at the Grove, an upscale mall, are a sea of strollers with colorful swaddle blankets draped over them. ",https://www.nytimes.com/2013/09/19/fashion/swaddle-blankets-babys-own-fashion-statement.html,2013-09-18,article,Styles
636,"The handling of Thomas Eric Duncan, the first person to test positive for Ebola in the United States, is detailed here, based on medical documents provided to The New York Times.","The handling of Thomas Eric Duncan, the first person to test positive for Ebola in the United States, is detailed here, based on medical documents provided to The New York Times.",https://www.nytimes.com/interactive/2014/10/25/us/ebola-dallas-timeline.html,2014-10-25,multimedia,U.S.
637,"Alexandra Jacobs reviews the collections of Coach, Peter Som, Jason Wu and Creatures of the Wind.","Coach has left the stable, and the horses are running wild down the road.",https://www.nytimes.com/2014/09/06/fashion/coach-peter-som-jason-wu-and-creatures-of-the-wind-fashion-week-spring-2015.html,2014-09-06,article,Styles
638,"You can get anything you want in either city, as long as you know the right person.","While much has changed in New York and Mumbai over the past 50 years, the bazaar, or the marketplace, is still the center of commercial activity for both these cities.",https://india.blogs.nytimes.com/2013/02/05/the-mumbainew-york-photo-project-meet-the-wallas/,2013-02-05,article,
